Stn Code,Sampling Date,State,City,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
693,05-11-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",18,16,77,25
693,11-11-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",30,28,386,155
693,13-11-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,12,169,47
693,17-11-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",16,14,147,28
693,20-11-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",15,13,196,41
693,27-11-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,15,155,NA
693,01-12-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,13,158,NA
693,04-12-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",17,15,108,NA
693,08-12-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",19,13,77,NA
693,11-12-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",21,15,68,NA
693,15-12-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,17,116,NA
693,18-12-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",23,18,144,NA
693,23-12-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",20,16,129,NA
693,26-12-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",22,19,130,NA
693,30-12-15,Odisha,Paradeep,Near Overhead Water Tank of M/s PPT,Odisha State Pollution Control Board,"Residential, Rural and other Areas",20,15,111,NA
694,02-01-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,120,53
694,07-01-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,141,49
694,09-01-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,123,52
694,13-01-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,131,45
694,15-01-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,115,58
694,19-01-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,11,112,45
694,22-01-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,113,53
694,27-01-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,108,51
694,29-01-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,117,44
694,02-02-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,113,45
694,05-02-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,108,49
694,09-02-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,109,52
694,12-02-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,11,104,43
694,16-02-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,99,55
694,19-02-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,85,50
694,23-02-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,110,47
694,26-02-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,122,44
694,02-04-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,103,42
694,04-04-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,93,47
694,07-04-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,100,40
694,09-04-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,94,45
694,16-04-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,110,37
694,17-04-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,93,39
694,21-04-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,117,41
694,22-04-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,116,44
694,28-04-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,102,38
694,05-05-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,112,46
694,07-05-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,116,44
694,12-05-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,96,39
694,14-05-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,125,41
694,19-05-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,126,38
694,21-05-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,123,44
694,26-05-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,11,108,46
694,28-05-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,127,40
694,29-05-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,125,37
694,02-06-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,101,44
694,04-06-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,100,42
694,08-06-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,108,39
694,09-06-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,112,45
694,18-06-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,104,40
694,19-06-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,91,44
694,23-06-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,93,43
694,25-06-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,111,47
694,30-06-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,98,42
694,01-07-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,105,39
694,06-07-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,90,43
694,08-07-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,81,46
694,09-07-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,11,86,42
694,14-07-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,84,44
694,16-07-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,11,101,47
694,21-07-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,90,40
694,23-07-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,91,38
694,28-07-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,101,45
694,04-08-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,84,36
694,06-08-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,94,39
694,11-08-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,95,40
694,13-08-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,11,90,38
694,18-08-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,86,37
694,20-08-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,96,41
694,25-08-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,83,35
694,27-08-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,95,40
694,31-08-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,84,37
694,01-09-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,114,48
694,03-09-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,119,43
694,08-09-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,107,41
694,10-09-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,100,39
694,15-09-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,112,42
694,16-09-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,92,36
694,22-09-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,110,40
694,24-09-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,104,41
694,29-09-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,108,42
694,01-10-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,112,44
694,06-10-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,108,41
694,08-10-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,98,38
694,13-10-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,103,40
694,15-10-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,98,39
694,19-10-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,94,40
694,28-10-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,94,39
694,03-11-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,112,39
694,06-11-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,117,40
694,11-11-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,11,119,43
694,13-11-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,117,41
694,17-11-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,113,37
694,19-11-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,112,38
694,23-11-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,116,39
694,26-11-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,117,42
694,30-11-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,117,40
694,01-12-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,101,41
694,03-12-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,105,44
694,08-12-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,99,43
694,10-12-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,95,41
694,15-12-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,107,46
694,17-12-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,104,44
694,22-12-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,99,40
694,26-12-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,100,42
694,29-12-15,Odisha,Kalinga Nagar,Over the Guest House of M/s NINL,Odisha State Pollution Control Board,Industrial Area,2,10,97,38
695,02-01-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,132,58
695,07-01-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,133,53
695,09-01-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,122,47
695,13-01-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,120,55
695,15-01-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,121,58
695,19-01-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,104,50
695,22-01-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,116,48
695,27-01-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,116,58
695,29-01-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,124,49
695,02-02-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,119,47
695,05-02-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,107,56
695,09-02-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,125,39
695,12-02-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,125,44
695,16-02-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,119,51
695,19-02-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,114,58
695,23-02-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,119,46
695,26-02-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,116,49
695,02-03-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,98,49
695,05-03-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,118,46
695,09-03-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,105,51
695,12-03-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,86,42
695,16-03-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,100,50
695,19-03-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,112,39
695,23-03-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,94,47
695,26-03-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,113,44
695,30-03-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,111,40
695,02-04-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,82,39
695,04-04-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,86,44
695,07-04-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,115,46
695,09-04-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,97,42
695,16-04-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,97,38
695,17-04-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,91,41
695,21-04-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,102,40
695,22-04-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,115,44
695,28-04-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,104,37
695,05-05-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,83,41
695,07-05-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,102,39
695,12-05-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,108,45
695,14-05-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,99,42
695,19-05-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,9,94,38
695,21-05-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,103,40
695,26-05-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,114,46
695,28-05-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,105,41
695,29-05-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,101,38
695,02-06-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,118,41
695,04-06-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,79,42
695,08-06-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,76,40
695,09-06-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,87,39
695,18-06-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,94,45
695,19-06-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,85,37
695,23-06-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,72,39
695,25-06-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,95,44
695,30-06-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,77,42
695,01-07-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,11,112,41
695,06-07-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,114,46
695,08-07-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,86,39
695,09-07-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,79,42
695,14-07-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,105,37
695,16-07-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,100,44
695,21-07-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,85,47
695,23-07-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,86,38
695,28-07-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,85,42
695,04-08-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,100,48
695,06-08-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,96,42
695,11-08-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,100,47
695,13-08-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,84,38
695,18-08-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,79,36
695,20-08-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,84,39
695,25-08-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,84,40
695,27-08-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,86,43
695,31-08-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,86,42
695,01-09-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,130,49
695,03-09-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,124,46
695,08-09-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,123,50
695,10-09-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,119,41
695,15-09-15,Odisha,Kalinga Nagar,"Roof of maintenance Office of M/s NINL, Duburi",Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,113,39
